WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
SIERRA-M-02,0.2,DO,8/6/2008,MG/L,<,UNK,38.47458333,-120.8336111,MUNICIPAL,440,0,0,USGS,SIERRA-M-02,SIERRA-M-02
Vanadium Study,0.2,DO,2/6/2012,MG/L,<,UNK,37.95993056,-121.31385,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.2,DO,2/6/2012,MG/L,<,UNK,38.02980278,-121.3472472,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,2.3,DO,2/8/2012,MG/L,,UNK,37.93909093,-121.2621676,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.4,DO,2/14/2012,MG/L,,UNK,37.81894444,-121.2663889,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
SIERRA-ML-12,0.2,DO,8/13/2008,MG/L,,UNK,37.81811111,-120.0586667,MUNICIPAL,360,100,260,USGS,SIERRA-ML-12,SIERRA-ML-12
ESJ-19:ESJDD-06,0,DO,2/17/2005,MG/L,,UNK,37.98855556,-121.3073611,MUNICIPAL,519,195,300,USGS,ESJ-19:ESJDD-06,ESJ-19:ESJDD-06
SIERRA-G-06,0.2,DO,7/21/2008,MG/L,<,UNK,37.46213889,-119.7313333,MUNICIPAL,900,100,800,USGS,SIERRA-G-06,SIERRA-G-06
Vanadium Study,0.2,DO,1/30/2012,MG/L,,UNK,38.05461111,-121.3709722,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
Vanadium Study,0.2,DO,1/30/2012,MG/L,,UNK,37.897,-121.2693,MUNICIPAL,580,560,20,USGS,Vanadium Study,Vanadium Study
T0607700888-MW-1,2.17,DO,2/12/2003,MG/L,=,1,37.9543877,-121.2709658,MONITORING,,,,EDF,MW-1,MW-1
T0607700846-MW-3,4.3,DO,4/25/2003,MG/L,=,1,37.7386898,-121.475205,MONITORING,,,,EDF,MW-3,MW-3
AGC100012333-SJCDW00057,7.46,DO,11/5/2018,MG/L,=,0,37.75896,-121.05673,UNK,,,,AGLAND,SJCDW00057,SJCDW00057
T0607700888-MW-8,2.07,DO,1/14/2003,MG/L,=,1,37.9545366,-121.2706205,MONITORING,,,,EDF,MW-8,MW-8
T0607700888-MW-7,7.86,DO,1/14/2003,MG/L,=,1,37.9544468,-121.2705437,MONITORING,,,,EDF,MW-7,MW-7
T0609900374-MW-1,5.7,DO,5/22/2002,MG/L,=,1,37.5515912,-120.9102784,MONITORING,,,,EDF,MW-1,MW-1
T0609900374-MW-2,6.3,DO,5/22/2002,MG/L,=,1,37.5514845,-120.9099516,MONITORING,,,,EDF,MW-2,MW-2
T0607700597-MWO-1X,1.91,DO,11/30/2006,MG/L,=,0.1,37.820841,-121.2912454,MONITORING,,,,EDF,MWO-1X,MWO-1X
AGC100012333-SJCDW00023,7.05,DO,11/5/2018,MG/L,=,0,37.7308,-121.15658,UNK,,,,AGLAND,SJCDW00023,SJCDW00023
T0607700214-MW4,0.73,DO,9/17/2012,MG/L,=,0.1,37.7450148,-121.427024,MONITORING,,,,EDF,MW4,MW4
T0607700888-MW-9,9.29,DO,1/14/2003,MG/L,=,1,37.9544511,-121.2705521,MONITORING,,,,EDF,MW-9,MW-9
SL0601346154-94MW-25,4.01,DO,7/30/2009,MG/L,=,0.01,37.99752224,-121.7596478,MONITORING,,,,EDF,94MW-25,94MW-25
AGC100012333-SJCDW00005,11.15,DO,10/25/2018,MG/L,=,0,38.01729,-121.1991,UNK,,,,AGLAND,SJCDW00005,SJCDW00005
AGC100012333-SJCDW00034,3.82,DO,10/22/2018,MG/L,=,0,37.68909,-121.36065,UNK,,,,AGLAND,SJCDW00034,SJCDW00034
T0607700146-PT-MW3,3.6,DO,2/22/2011,MG/L,=,0.1,38.14066703,-121.2613247,MONITORING,,,,EDF,PT-MW3,PT-MW3
T0607700214-MW8,1.88,DO,9/17/2012,MG/L,=,0.1,37.7448997,-121.4269966,MONITORING,,,,EDF,MW8,MW8
T0607700888-MW-4,4.6,DO,5/19/2003,MG/L,=,100,37.9544987,-121.2708282,MONITORING,,,,EDF,MW-4,MW-4
T0607700888-MW-7,12.2,DO,2/12/2003,MG/L,=,1,37.9544468,-121.2705437,MONITORING,,,,EDF,MW-7,MW-7
AGC100012331-ESJQC00010,3.14,DO,10/30/2018,MG/L,=,0,37.21438,-120.535,UNK,,,,AGLAND,ESJQC00010,ESJQC00010
T0609900374-MW-2,7,DO,11/8/2002,MG/L,=,1,37.5514845,-120.9099516,MONITORING,,,,EDF,MW-2,MW-2
T0607700146-PT-MW4,6.2,DO,2/22/2011,MG/L,=,0.1,38.14103164,-121.26115,MONITORING,,,,EDF,PT-MW4,PT-MW4
