WELL ID,RESULTS,CHEMICAL,DATE,UNITS,QUALIFER,RL,LATITUDE,LONGITUDE,WELL TYPE,WELL DEPTH (FT),TOP OF SCREEN (FT),SCREEN LENGTH (FT),SOURCE,SOURCE NAME,OTHER NAMES
L10005834311-MW-14R,52,FE,9/13/2017,UG/L,=,100,37.75580055,-121.6421595,MONITORING,,,,EDF,MW-14R,MW-14R
L10005834311-MW-14R,150,FE,5/22/2018,UG/L,=,100,37.75580055,-121.6421595,MONITORING,,,,EDF,MW-14R,MW-14R
SL0607733381-ACA-1A,4600,FE,5/5/2008,UG/L,=,0.2,37.940557,-121.3304582,MONITORING,,25,10,EDF,ACA-1A,ACA-1A
SL185422914-MW-9,0,FE,9/27/2006,UG/L,ND,100,37.7150726,-121.3766517,MONITORING,,12,15,EDF,MW-9,MW-9
SL185422914-MW-9,1300,FE,3/25/2008,UG/L,=,100,37.7150726,-121.3766517,MONITORING,,12,15,EDF,MW-9,MW-9
T0610900066-MW-10,400,FE,8/2/2012,UG/L,=,0.1,37.9824515,-120.3826112,MONITORING,,,,EDF,MW-10,MW-10
SL186142972-MW-3B,0,FE,9/5/2012,UG/L,ND,0.1,37.8754611,-121.2753636,MONITORING,78,66,12,EDF,MW-3B,MW-3B
SL186142972-MW-3B,0,FE,6/16/2005,UG/L,ND,100,37.8754611,-121.2753636,MONITORING,78,66,12,EDF,MW-3B,MW-3B
SL186142972-MW-3B,0,FE,6/1/2010,UG/L,ND,0.1,37.8754611,-121.2753636,MONITORING,78,66,12,EDF,MW-3B,MW-3B
SL186142972-MW-3B,0,FE,9/15/2010,UG/L,ND,0.1,37.8754611,-121.2753636,MONITORING,78,66,12,EDF,MW-3B,MW-3B
SL205122996-MW-5,1030,FE,3/28/2012,UG/L,=,50,37.9468414,-121.2903613,MONITORING,,95,15,EDF,MW-5,MW-5
T0607700004-MW-71UA,0,FE,8/6/2009,UG/L,ND,200,37.7527334,-121.3468918,MONITORING,16.37,,,EDF,MW-71UA,MW-71UA
T0607700004-MW-71UA,9250,FE,2/4/2010,UG/L,=,200,37.7527334,-121.3468918,MONITORING,16.37,,,EDF,MW-71UA,MW-71UA
SLT5S2173256-TW-5R,86.4,FE,5/15/2013,UG/L,=,0.05,37.7482922,-121.4163023,MONITORING,,6.01,20,EDF,TW-5R,TW-5R
SLT5S2173256-TW-5R,105,FE,9/11/2012,UG/L,=,0.05,37.7482922,-121.4163023,MONITORING,,6.01,20,EDF,TW-5R,TW-5R
SL205373008-N-7,0,FE,6/4/2007,UG/L,ND,0.05,37.9335341,-121.435313,MONITORING,,6.9,10,EDF,N-7,N-7
T0607700244-VEW-2,4930,FE,1/20/2011,UG/L,=,0.01,37.9620583,-121.2651,MONITORING,51.2,,,EDF,VEW-2,VEW-2
T0607700244-VEW-2,14800,FE,2/3/2011,UG/L,=,0.01,37.9620583,-121.2651,MONITORING,51.2,,,EDF,VEW-2,VEW-2
SL205843044-MW-26A,0,FE,3/7/2018,UG/L,ND,21,37.980537,-121.2538782,MONITORING,,45,20,EDF,MW-26A,MW-26A
L10003659506-B-10,16,FE,1/28/2011,UG/L,=,0.05,38.3632571,-120.8054739,MONITORING,,71.9,19.5,EDF,B-10,B-10
L10003659506-B-10,33.3,FE,1/29/2010,UG/L,=,50,38.3632571,-120.8054739,MONITORING,,71.9,19.5,EDF,B-10,B-10
L10003659506-B-10,82,FE,1/13/2015,UG/L,=,0.05,38.3632571,-120.8054739,MONITORING,,71.9,19.5,EDF,B-10,B-10
L10003659506-B-10,250,FE,7/14/2011,UG/L,=,0.05,38.3632571,-120.8054739,MONITORING,,71.9,19.5,EDF,B-10,B-10
L10003659506-B-10,370,FE,1/21/2016,UG/L,=,0.05,38.3632571,-120.8054739,MONITORING,,71.9,19.5,EDF,B-10,B-10
T10000004224-MW-3,0,FE,7/23/2015,UG/L,ND,50,37.4005355,-120.7370471,MONITORING,,15,20,EDF,MW-3,MW-3
